session_id,user_id,age_group,gender,device,traffic_source,landing_page,session_duration_sec,pages_visited,bounce,conversion
2642,1334,45-54,Other,Tablet,Organic Search,Product Page,313,5,0,1
2643,1417,18-24,Male,Mobile,Organic Search,Homepage,61,6,0,1
2644,1931,25-34,Male,Desktop,Organic Search,Homepage,93,5,0,1
2645,1773,35-44,Female,Mobile,Organic Search,Product Page,151,4,1,1
2646,1294,25-34,Other,Mobile,Referral,Homepage,131,7,0,1
2647,1937,35-44,Female,Mobile,Social Media,Homepage,7,8,1,1
2648,1754,25-34,Female,Desktop,Direct,Product Page,18,2,0,1
2649,1370,35-44,Male,Mobile,Social Media,Blog,19,7,0,0
2650,1185,18-24,Female,Mobile,Direct,Product Page,54,4,0,1
2651,1245,18-24,Male,Mobile,Paid Ads,Product Page,50,5,0,1
2652,1636,25-34,Female,Desktop,Organic Search,Cart,244,7,0,1
2653,1267,25-34,Female,Tablet,Referral,Cart,153,5,0,0
2654,1642,18-24,Other,Tablet,Direct,Product Page,259,5,1,1
2655,1236,25-34,Male,Tablet,Referral,Pricing,13,5,0,1
2656,1529,25-34,Male,Mobile,Direct,Product Page,119,12,1,0
2657,1551,18-24,Female,Mobile,Social Media,Cart,70,5,1,1
2658,1020,25-34,Female,Mobile,Organic Search,Product Page,341,2,0,1
2659,1910,45-54,Female,Mobile,Organic Search,Blog,221,6,0,1
2660,1736,18-24,Male,Desktop,Social Media,Blog,366,7,0,1
2661,1866,25-34,Male,Desktop,Paid Ads,Product Page,8,3,0,1
2662,1793,35-44,Female,Mobile,Direct,Blog,229,10,1,0
2663,1519,25-34,Male,Desktop,Organic Search,Homepage,139,6,0,1
2664,1099,35-44,Female,Tablet,Referral,Homepage,313,4,0,1
2665,1751,25-34,Female,Mobile,Direct,Product Page,127,1,1,1
2666,1477,25-34,Female,Mobile,Organic Search,Cart,139,3,0,1
2667,1598,18-24,Female,Mobile,Organic Search,Product Page,9,4,0,1
2668,1297,35-44,Female,Mobile,Organic Search,Product Page,198,5,0,0
2669,1939,35-44,Male,Mobile,Referral,Product Page,57,2,0,1
2670,1525,18-24,Female,Mobile,Referral,Homepage,3,3,1,1
2671,1333,25-34,Male,Mobile,Organic Search,Product Page,12,4,0,1
2672,1001,55+,Female,Tablet,Organic Search,Blog,567,5,0,1
2673,1374,25-34,Male,Mobile,Direct,Cart,76,4,1,0
2674,1292,25-34,Female,Mobile,Paid Ads,Homepage,364,5,0,1
2675,1836,45-54,Male,Tablet,Direct,Product Page,577,9,0,0
2676,1933,35-44,Male,Mobile,Direct,Homepage,516,4,0,1
2677,1552,25-34,Other,Mobile,Organic Search,Homepage,384,4,0,0
2678,1317,35-44,Male,Desktop,Social Media,Product Page,405,5,1,1
2679,1501,45-54,Female,Mobile,Organic Search,Product Page,61,3,0,1
2680,1827,25-34,Other,Desktop,Referral,Homepage,29,6,0,1
2681,1380,25-34,Male,Mobile,Social Media,Homepage,183,5,1,1
2682,1622,25-34,Female,Mobile,Referral,Blog,120,2,0,1
2683,1013,55+,Male,Mobile,Social Media,Cart,18,5,0,1
2684,1503,35-44,Male,Mobile,Referral,Product Page,203,3,0,1
2685,1230,18-24,Male,Desktop,Organic Search,Blog,148,5,0,1
2686,1984,45-54,Other,Desktop,Social Media,Homepage,357,2,0,1
2687,1083,25-34,Male,Tablet,Direct,Cart,169,6,0,1
2688,1129,18-24,Female,Desktop,Organic Search,Blog,153,7,1,1
2689,1742,25-34,Female,Mobile,Paid Ads,Pricing,104,4,0,1
2690,1837,25-34,Female,Desktop,Social Media,Homepage,111,6,0,1
2691,1144,45-54,Male,Desktop,Social Media,Product Page,555,4,0,1
2692,1890,18-24,Female,Desktop,Referral,Product Page,26,12,0,1
2693,1856,45-54,Female,Desktop,Referral,Homepage,106,5,1,1
2694,1027,25-34,Female,Mobile,Social Media,Homepage,191,4,0,1
2695,1065,18-24,Other,Mobile,Paid Ads,Product Page,102,4,0,0
2696,1162,55+,Female,Desktop,Organic Search,Blog,59,2,0,1
2697,1228,25-34,Male,Mobile,Organic Search,Homepage,60,4,0,1
2698,1260,25-34,Female,Mobile,Social Media,Product Page,47,7,0,1
2699,1448,25-34,Male,Desktop,Social Media,Homepage,75,4,0,1
2700,1423,45-54,Male,Mobile,Social Media,Homepage,369,4,1,1
2701,1459,25-34,Female,Mobile,Organic Search,Product Page,126,9,0,1
2702,1951,18-24,Male,Mobile,Social Media,Product Page,49,4,0,1
2703,1675,18-24,Male,Desktop,Referral,Product Page,87,4,1,1
2704,1300,25-34,Other,Mobile,Social Media,Product Page,20,5,0,1
2705,1918,35-44,Male,Desktop,Paid Ads,Product Page,421,7,0,1
2706,1302,25-34,Other,Mobile,Direct,Product Page,94,5,0,1
2707,1286,18-24,Female,Mobile,Organic Search,Cart,707,4,0,1
2708,1394,18-24,Female,Mobile,Organic Search,Product Page,76,3,0,1
2709,1009,25-34,Female,Desktop,Organic Search,Blog,325,1,0,1
2710,1706,45-54,Male,Mobile,Referral,Homepage,53,3,0,1
2711,1629,25-34,Male,Tablet,Organic Search,Product Page,14,6,0,1
2712,1269,55+,Male,Tablet,Organic Search,Product Page,5,5,0,1
2713,1591,25-34,Male,Desktop,Paid Ads,Product Page,167,2,0,1
2714,1969,18-24,Other,Tablet,Direct,Product Page,67,6,0,1
2715,1604,45-54,Female,Mobile,Organic Search,Homepage,105,7,0,1
2716,1777,25-34,Male,Mobile,Organic Search,Homepage,307,5,0,1
2717,1843,35-44,Male,Desktop,Referral,Homepage,51,4,1,1
2718,1861,55+,Male,Desktop,Referral,Blog,66,2,0,1
2719,1360,18-24,Male,Desktop,Organic Search,Blog,335,5,1,1
2720,1256,18-24,Female,Desktop,Social Media,Homepage,122,6,1,1
2721,1132,35-44,Male,Tablet,Referral,Product Page,316,5,1,0
2722,1275,25-34,Female,Mobile,Direct,Homepage,84,4,0,1
2723,1775,18-24,Male,Desktop,Referral,Homepage,91,5,0,1
2724,1682,18-24,Male,Desktop,Social Media,Blog,32,5,0,1
2725,1971,18-24,Female,Desktop,Paid Ads,Product Page,446,4,1,1
2726,1512,35-44,Female,Mobile,Organic Search,Homepage,408,5,0,1
2727,1312,18-24,Other,Desktop,Organic Search,Homepage,746,7,0,1
2728,1575,25-34,Female,Tablet,Direct,Pricing,92,5,0,1
2729,1885,35-44,Male,Mobile,Social Media,Homepage,307,4,1,0
2730,1979,25-34,Male,Desktop,Referral,Product Page,96,3,0,1
2731,1283,18-24,Female,Mobile,Organic Search,Blog,109,8,0,0
2732,1120,35-44,Other,Tablet,Referral,Product Page,318,7,0,1
2733,1106,18-24,Female,Mobile,Organic Search,Product Page,35,9,1,1
2734,1932,35-44,Male,Mobile,Direct,Pricing,44,2,0,0
2735,1686,45-54,Other,Mobile,Organic Search,Homepage,68,7,1,1
2736,1996,25-34,Male,Desktop,Direct,Blog,279,7,1,1
2737,1203,25-34,Female,Mobile,Direct,Homepage,83,3,1,1
2738,1164,25-34,Other,Desktop,Social Media,Product Page,79,4,0,1
2739,1304,25-34,Male,Tablet,Organic Search,Pricing,1213,5,0,0
2740,1496,45-54,Other,Desktop,Social Media,Product Page,87,2,0,0
2741,1631,45-54,Male,Mobile,Referral,Blog,51,3,0,1
2742,1555,25-34,Other,Tablet,Organic Search,Pricing,175,10,0,1
2743,1823,35-44,Male,Desktop,Organic Search,Homepage,291,4,0,1
2744,1155,45-54,Other,Mobile,Organic Search,Blog,12,3,0,1
2745,1366,55+,Male,Mobile,Paid Ads,Cart,173,6,0,1
2746,1718,25-34,Female,Mobile,Social Media,Product Page,6,6,0,1
2747,1901,25-34,Female,Desktop,Organic Search,Homepage,134,3,1,1
2748,1619,25-34,Female,Mobile,Direct,Homepage,53,6,0,1
2749,1250,55+,Male,Mobile,Direct,Homepage,65,5,0,1
2750,1956,18-24,Female,Desktop,Organic Search,Homepage,113,6,0,1
2751,1915,25-34,Male,Mobile,Paid Ads,Product Page,471,7,0,1
2752,1881,25-34,Female,Desktop,Direct,Homepage,223,6,0,1
2753,1333,25-34,Male,Desktop,Social Media,Homepage,497,3,0,0
2754,1641,25-34,Other,Mobile,Social Media,Product Page,194,6,0,1
2755,1968,55+,Male,Desktop,Referral,Product Page,1,5,0,1
2756,1510,18-24,Male,Mobile,Organic Search,Product Page,55,3,0,1
2757,1292,25-34,Male,Mobile,Organic Search,Blog,425,4,0,1
2758,1019,18-24,Male,Desktop,Organic Search,Homepage,185,6,0,1
2759,1281,18-24,Male,Mobile,Direct,Homepage,719,4,1,0
2760,1796,25-34,Female,Tablet,Social Media,Homepage,30,4,1,0
2761,1000,25-34,Female,Mobile,Direct,Product Page,63,5,0,1
2762,1118,25-34,Female,Mobile,Organic Search,Homepage,80,5,0,1
2763,1034,25-34,Female,Tablet,Direct,Blog,71,7,1,1
2764,1197,18-24,Male,Mobile,Direct,Homepage,52,5,1,1
2765,1484,25-34,Female,Desktop,Social Media,Cart,105,6,0,1
2766,1756,55+,Male,Mobile,Referral,Product Page,185,6,0,1
2767,1058,45-54,Female,Desktop,Organic Search,Product Page,67,9,0,1
2768,1836,25-34,Male,Mobile,Direct,Blog,14,7,0,1
2769,1160,25-34,Male,Mobile,Organic Search,Blog,221,9,0,1
2770,1690,45-54,Male,Mobile,Social Media,Product Page,110,6,0,1
2771,1205,18-24,Female,Mobile,Paid Ads,Cart,146,6,1,1
2772,1011,45-54,Male,Desktop,Paid Ads,Product Page,109,6,1,1
2773,1489,45-54,Female,Mobile,Organic Search,Pricing,397,5,0,1
2774,1275,18-24,Male,Mobile,Social Media,Product Page,147,4,0,1
2775,1692,18-24,Female,Mobile,Organic Search,Pricing,462,5,1,1
2776,1241,55+,Other,Desktop,Referral,Homepage,128,7,0,1
2777,1215,25-34,Male,Desktop,Social Media,Homepage,62,7,1,1
2778,1250,18-24,Female,Mobile,Social Media,Blog,79,2,0,1
2779,1810,25-34,Other,Mobile,Organic Search,Homepage,132,2,1,1
2780,1125,25-34,Female,Mobile,Paid Ads,Homepage,135,9,0,1
2781,1993,35-44,Female,Desktop,Social Media,Product Page,209,3,0,1
2782,1216,35-44,Female,Mobile,Organic Search,Blog,45,7,0,1
2783,1305,55+,Female,Mobile,Social Media,Pricing,193,2,1,1
2784,1796,25-34,Male,Desktop,Organic Search,Blog,271,5,0,1
2785,1184,25-34,Female,Tablet,Direct,Pricing,203,5,0,1
2786,1038,25-34,Male,Mobile,Paid Ads,Product Page,118,7,0,1
2787,1222,25-34,Male,Desktop,Referral,Homepage,862,7,1,1
2788,1183,18-24,Female,Mobile,Social Media,Homepage,93,7,0,1
2789,1494,55+,Male,Tablet,Referral,Product Page,20,4,0,1
2790,1426,45-54,Male,Mobile,Social Media,Product Page,310,6,0,1
2791,1177,25-34,Female,Mobile,Organic Search,Homepage,42,7,0,1
2792,1918,35-44,Female,Desktop,Paid Ads,Product Page,224,3,0,1
2793,1427,18-24,Female,Mobile,Organic Search,Blog,35,2,0,1
2794,1293,25-34,Other,Mobile,Organic Search,Product Page,3,5,0,1
2795,1851,35-44,Female,Mobile,Paid Ads,Pricing,31,3,1,1
2796,1150,25-34,Male,Desktop,Organic Search,Blog,85,8,0,1
2797,1383,55+,Male,Mobile,Direct,Blog,20,5,0,1
2798,1637,35-44,Female,Desktop,Paid Ads,Cart,39,5,1,0
2799,1812,25-34,Male,Mobile,Social Media,Homepage,260,3,0,1
2800,1307,35-44,Female,Mobile,Organic Search,Product Page,264,6,1,1
2801,1335,18-24,Female,Mobile,Social Media,Pricing,306,2,0,1
2802,1945,25-34,Male,Mobile,Organic Search,Product Page,331,10,0,1
2803,1745,25-34,Other,Desktop,Social Media,Blog,98,3,0,1
2804,1891,25-34,Female,Desktop,Direct,Product Page,363,6,0,1
2805,1374,35-44,Female,Mobile,Social Media,Product Page,134,2,1,1
2806,1007,25-34,Other,Mobile,Social Media,Homepage,114,5,1,1
2807,1340,35-44,Female,Desktop,Social Media,Cart,228,3,1,0
2808,1128,25-34,Male,Desktop,Social Media,Pricing,43,6,0,1
2809,1775,25-34,Female,Desktop,Referral,Pricing,280,7,0,1
2810,1668,45-54,Female,Desktop,Organic Search,Blog,101,7,0,1
2811,1351,18-24,Female,Mobile,Referral,Homepage,24,5,0,1
2812,1357,18-24,Female,Desktop,Social Media,Homepage,22,7,0,1
2813,1516,25-34,Female,Mobile,Organic Search,Pricing,32,8,0,1
2814,1494,25-34,Male,Mobile,Organic Search,Product Page,398,6,1,1
2815,1085,18-24,Female,Desktop,Social Media,Homepage,846,1,0,1
2816,1174,35-44,Female,Tablet,Direct,Product Page,79,2,0,1
2817,1801,25-34,Male,Desktop,Organic Search,Product Page,62,9,1,1
2818,1192,25-34,Male,Mobile,Paid Ads,Blog,44,2,0,1
2819,1310,55+,Other,Mobile,Social Media,Product Page,312,6,0,1
2820,1118,25-34,Female,Mobile,Paid Ads,Blog,42,6,0,1
2821,1217,45-54,Female,Desktop,Organic Search,Pricing,464,3,0,1
2822,1426,18-24,Female,Mobile,Organic Search,Homepage,198,4,1,1
2823,1969,25-34,Female,Desktop,Organic Search,Product Page,409,5,0,0
2824,1413,45-54,Female,Mobile,Organic Search,Product Page,145,6,1,1
2825,1113,25-34,Female,Desktop,Referral,Cart,211,5,0,1
2826,1977,35-44,Male,Tablet,Organic Search,Product Page,173,4,0,1
2827,1144,25-34,Female,Mobile,Social Media,Product Page,320,2,0,1
2828,1537,18-24,Female,Mobile,Organic Search,Blog,325,4,0,1
2829,1647,25-34,Female,Desktop,Social Media,Product Page,160,5,1,1
2830,1302,25-34,Female,Mobile,Referral,Cart,180,3,0,1
2831,1743,45-54,Female,Desktop,Direct,Pricing,458,6,0,1
2832,1880,18-24,Male,Desktop,Direct,Product Page,478,9,0,1
2833,1587,55+,Male,Mobile,Organic Search,Product Page,196,2,0,1
2834,1986,55+,Male,Desktop,Paid Ads,Homepage,1,2,0,0
2835,1839,18-24,Male,Mobile,Direct,Blog,19,4,1,1
2836,1344,25-34,Other,Tablet,Social Media,Blog,351,1,0,0
2837,1813,45-54,Male,Mobile,Social Media,Product Page,15,7,0,1
2838,1963,55+,Male,Desktop,Paid Ads,Homepage,43,5,1,0
2839,1800,25-34,Female,Mobile,Social Media,Cart,47,11,0,1
2840,1000,25-34,Female,Mobile,Direct,Product Page,165,2,1,1
2841,1146,25-34,Male,Mobile,Social Media,Blog,154,3,0,1
2842,1286,35-44,Female,Desktop,Organic Search,Homepage,61,3,0,1
2843,1975,25-34,Female,Mobile,Direct,Product Page,41,6,0,1
2844,1653,35-44,Male,Desktop,Direct,Pricing,260,4,0,1
2845,1052,18-24,Male,Mobile,Social Media,Product Page,493,9,0,0
2846,1303,18-24,Other,Desktop,Direct,Product Page,9,4,0,1
2847,1068,25-34,Female,Desktop,Organic Search,Homepage,25,3,0,1
2848,1360,25-34,Female,Mobile,Direct,Product Page,184,6,0,1
2849,1601,25-34,Male,Mobile,Paid Ads,Cart,293,4,1,1
2850,1957,25-34,Male,Mobile,Referral,Product Page,281,2,0,0
2851,1219,25-34,Female,Mobile,Organic Search,Cart,228,8,0,1
2852,1961,18-24,Male,Mobile,Social Media,Cart,393,4,0,1
2853,1703,25-34,Male,Desktop,Referral,Cart,44,5,0,1
2854,1965,55+,Female,Mobile,Social Media,Pricing,20,3,0,1
2855,1574,25-34,Male,Desktop,Social Media,Homepage,171,6,0,0
2856,1584,25-34,Female,Tablet,Paid Ads,Cart,310,6,0,1
2857,1160,25-34,Female,Mobile,Social Media,Homepage,157,2,0,1
2858,1680,55+,Male,Desktop,Social Media,Homepage,593,2,0,1
2859,1088,18-24,Female,Mobile,Organic Search,Homepage,285,5,0,1
2860,1687,35-44,Male,Desktop,Organic Search,Product Page,217,9,1,1
2861,1780,35-44,Female,Mobile,Organic Search,Product Page,11,3,0,1
2862,1584,35-44,Male,Desktop,Paid Ads,Product Page,20,6,0,1
2863,1756,18-24,Male,Tablet,Social Media,Homepage,276,5,0,1
2864,1588,35-44,Female,Mobile,Social Media,Product Page,39,3,0,1
2865,1158,18-24,Female,Desktop,Referral,Product Page,5,9,0,1
2866,1488,25-34,Other,Mobile,Direct,Blog,434,3,0,1
2867,1970,35-44,Male,Mobile,Direct,Homepage,398,5,0,1
2868,1323,18-24,Male,Desktop,Organic Search,Homepage,44,7,0,1
2869,1609,45-54,Female,Mobile,Referral,Homepage,272,3,0,1
2870,1380,18-24,Female,Desktop,Organic Search,Product Page,8,7,1,1
2871,1101,45-54,Male,Mobile,Organic Search,Product Page,60,6,0,1
2872,1493,25-34,Female,Desktop,Organic Search,Product Page,175,3,0,1
2873,1643,18-24,Female,Mobile,Organic Search,Product Page,259,3,0,1
2874,1613,18-24,Female,Mobile,Organic Search,Product Page,1,3,1,1
2875,1018,55+,Other,Mobile,Direct,Product Page,71,6,0,1
2876,1453,18-24,Male,Mobile,Organic Search,Cart,43,6,0,1
2877,1481,18-24,Female,Mobile,Direct,Homepage,1207,6,0,1
2878,1593,25-34,Male,Mobile,Organic Search,Pricing,200,8,1,1
2879,1396,35-44,Female,Mobile,Organic Search,Blog,93,7,0,1
2880,1278,25-34,Female,Mobile,Social Media,Homepage,14,3,1,1
2881,1850,18-24,Other,Mobile,Paid Ads,Cart,164,4,0,1
2882,1364,25-34,Female,Mobile,Referral,Blog,184,5,0,1
2883,1330,18-24,Other,Mobile,Paid Ads,Blog,305,6,0,1
2884,1640,18-24,Female,Tablet,Direct,Product Page,61,5,0,1
2885,1343,25-34,Other,Mobile,Direct,Product Page,717,4,0,1
2886,1821,35-44,Female,Mobile,Direct,Homepage,104,4,0,1
2887,1454,18-24,Female,Mobile,Direct,Homepage,63,5,0,1
2888,1600,25-34,Male,Desktop,Organic Search,Pricing,77,5,0,1
2889,1724,25-34,Male,Mobile,Social Media,Pricing,131,5,0,1
2890,1654,55+,Male,Desktop,Social Media,Homepage,496,2,0,1
2891,1064,55+,Female,Mobile,Social Media,Blog,239,5,0,0
2892,1075,45-54,Female,Mobile,Social Media,Blog,154,7,0,1
2893,1710,18-24,Female,Desktop,Organic Search,Homepage,31,4,1,1
2894,1142,18-24,Other,Mobile,Social Media,Product Page,29,6,0,1
2895,1916,25-34,Other,Mobile,Organic Search,Product Page,125,5,0,1
2896,1914,25-34,Male,Desktop,Paid Ads,Blog,234,5,0,1
2897,1827,25-34,Male,Desktop,Organic Search,Pricing,250,4,1,1
2898,1604,35-44,Male,Desktop,Organic Search,Homepage,46,1,1,1
2899,1472,45-54,Male,Desktop,Referral,Product Page,18,3,0,1
2900,1416,45-54,Female,Desktop,Social Media,Blog,87,6,0,1
2901,1304,25-34,Female,Desktop,Organic Search,Blog,450,2,0,1
2902,1735,35-44,Female,Mobile,Social Media,Homepage,141,4,0,1
2903,1496,25-34,Female,Desktop,Organic Search,Product Page,69,5,0,1
2904,1290,18-24,Female,Desktop,Organic Search,Pricing,70,4,0,1
2905,1939,35-44,Male,Mobile,Organic Search,Product Page,25,5,0,1
2906,1101,18-24,Female,Mobile,Social Media,Product Page,115,7,1,1
2907,1985,25-34,Male,Mobile,Referral,Pricing,282,7,0,1
2908,1266,25-34,Male,Desktop,Social Media,Homepage,622,5,0,0
2909,1866,35-44,Male,Mobile,Direct,Pricing,125,6,0,1
2910,1967,35-44,Female,Tablet,Organic Search,Product Page,32,4,0,1
2911,1621,25-34,Male,Mobile,Organic Search,Homepage,206,1,0,1
2912,1973,45-54,Male,Desktop,Referral,Homepage,254,6,1,1
2913,1841,25-34,Female,Mobile,Organic Search,Homepage,13,9,1,1
2914,1961,25-34,Female,Desktop,Referral,Homepage,341,4,0,1
2915,1941,35-44,Male,Desktop,Social Media,Blog,318,5,0,1
2916,1776,35-44,Male,Desktop,Referral,Homepage,115,5,0,1
2917,1002,55+,Female,Desktop,Organic Search,Cart,147,3,1,1
2918,1084,18-24,Male,Desktop,Organic Search,Product Page,224,4,0,1
2919,1793,35-44,Other,Mobile,Direct,Product Page,203,3,0,1
2920,1327,35-44,Female,Mobile,Direct,Product Page,3,2,0,1
2921,1815,45-54,Male,Desktop,Organic Search,Blog,23,6,0,1
2922,1449,18-24,Male,Mobile,Paid Ads,Product Page,31,3,0,1
2923,1453,35-44,Male,Mobile,Organic Search,Homepage,253,5,0,1
2924,1923,25-34,Male,Mobile,Organic Search,Pricing,104,3,0,1
2925,1628,25-34,Male,Mobile,Social Media,Product Page,141,5,0,1
2926,1220,25-34,Female,Mobile,Direct,Homepage,266,5,0,1
2927,1153,25-34,Male,Desktop,Paid Ads,Product Page,75,4,0,1
2928,1664,25-34,Female,Mobile,Social Media,Product Page,248,4,1,1
2929,1011,45-54,Female,Mobile,Organic Search,Homepage,105,6,0,1
2930,1132,25-34,Male,Mobile,Direct,Pricing,85,3,0,1
2931,1993,35-44,Male,Desktop,Organic Search,Blog,72,4,0,1
2932,1303,25-34,Male,Tablet,Social Media,Blog,603,6,1,1
2933,1292,18-24,Male,Desktop,Social Media,Product Page,266,7,1,1
2934,1974,18-24,Female,Mobile,Organic Search,Cart,3,6,0,1
2935,1299,25-34,Male,Tablet,Social Media,Homepage,568,6,0,1
2936,1739,25-34,Female,Desktop,Social Media,Product Page,268,6,0,1
2937,1782,18-24,Male,Desktop,Direct,Product Page,29,5,1,0
2938,1042,25-34,Female,Desktop,Direct,Blog,14,3,1,1
2939,1943,25-34,Female,Mobile,Organic Search,Homepage,66,3,0,1
2940,1342,25-34,Female,Mobile,Organic Search,Homepage,176,1,1,1
2941,1325,25-34,Male,Mobile,Organic Search,Pricing,172,4,0,0
2942,1813,18-24,Male,Mobile,Organic Search,Product Page,58,8,0,1
2943,1497,45-54,Female,Desktop,Direct,Product Page,106,5,1,1
2944,1363,45-54,Male,Desktop,Paid Ads,Product Page,42,6,0,1
2945,1890,35-44,Male,Desktop,Direct,Blog,9,2,1,1
2946,1426,18-24,Female,Mobile,Direct,Homepage,130,4,1,1
2947,1020,35-44,Female,Mobile,Social Media,Homepage,76,6,0,1
2948,1406,45-54,Female,Mobile,Organic Search,Cart,140,3,0,0
2949,1618,35-44,Female,Mobile,Paid Ads,Product Page,527,4,0,1
2950,1335,18-24,Female,Mobile,Paid Ads,Product Page,27,8,0,1
2951,1814,35-44,Female,Desktop,Social Media,Pricing,0,6,1,1
2952,1116,45-54,Female,Mobile,Organic Search,Product Page,14,6,0,1
2953,1123,25-34,Female,Tablet,Direct,Homepage,111,2,1,1
2954,1398,35-44,Female,Mobile,Organic Search,Homepage,220,10,1,1
2955,1792,25-34,Male,Desktop,Direct,Product Page,156,7,1,1
2956,1803,25-34,Male,Mobile,Referral,Pricing,122,4,1,1
2957,1714,18-24,Female,Mobile,Organic Search,Homepage,78,6,0,1
2958,1050,35-44,Female,Desktop,Paid Ads,Homepage,66,5,0,1
2959,1782,18-24,Male,Desktop,Paid Ads,Pricing,84,7,1,1
2960,1323,25-34,Female,Mobile,Paid Ads,Homepage,170,5,0,1
2961,1788,25-34,Male,Mobile,Social Media,Product Page,33,3,1,0
2962,1140,25-34,Female,Mobile,Organic Search,Homepage,265,6,0,1
2963,1469,18-24,Female,Desktop,Social Media,Product Page,154,9,0,1
2964,1786,35-44,Other,Tablet,Social Media,Product Page,56,7,0,1
2965,1801,35-44,Male,Mobile,Organic Search,Homepage,125,4,1,1
2966,1333,18-24,Female,Mobile,Social Media,Product Page,592,4,0,1
2967,1892,18-24,Male,Tablet,Direct,Blog,3,4,0,1
2968,1963,18-24,Male,Mobile,Organic Search,Blog,40,5,0,1
2969,1372,45-54,Male,Desktop,Organic Search,Product Page,107,3,0,1
2970,1563,25-34,Female,Mobile,Organic Search,Product Page,183,10,0,1
2971,1493,25-34,Female,Mobile,Direct,Product Page,42,5,0,1
2972,1538,18-24,Male,Mobile,Direct,Product Page,482,3,1,1
2973,1668,35-44,Female,Mobile,Organic Search,Blog,185,4,1,1
2974,1750,45-54,Female,Mobile,Paid Ads,Blog,377,4,0,1
2975,1155,45-54,Female,Desktop,Organic Search,Product Page,71,2,0,1
2976,1290,35-44,Other,Desktop,Social Media,Homepage,317,7,0,1
2977,1647,18-24,Male,Desktop,Direct,Homepage,85,4,0,1
2978,1143,18-24,Other,Desktop,Direct,Homepage,52,4,0,1
2979,1105,18-24,Female,Mobile,Organic Search,Cart,436,6,0,1
2980,1419,25-34,Male,Mobile,Paid Ads,Blog,17,3,0,1
2981,1669,18-24,Male,Desktop,Paid Ads,Product Page,515,6,0,0
2982,1657,25-34,Male,Mobile,Social Media,Homepage,110,7,0,1
2983,1001,25-34,Male,Mobile,Social Media,Homepage,883,8,0,1
2984,1944,45-54,Female,Mobile,Organic Search,Pricing,139,7,1,1
2985,1588,35-44,Female,Mobile,Social Media,Pricing,255,4,1,1
2986,1643,45-54,Female,Mobile,Social Media,Homepage,1,6,0,1
2987,1089,35-44,Female,Desktop,Direct,Blog,123,5,0,1
2988,1344,18-24,Male,Tablet,Social Media,Product Page,240,4,0,1
2989,1349,35-44,Female,Desktop,Direct,Product Page,274,4,0,1
2990,1458,25-34,Male,Tablet,Organic Search,Blog,30,6,0,1
2991,1262,35-44,Other,Tablet,Organic Search,Product Page,97,5,0,1
2992,1350,25-34,Male,Mobile,Organic Search,Blog,97,4,0,1
2993,1107,55+,Other,Mobile,Organic Search,Homepage,19,4,0,1
2994,1585,25-34,Male,Desktop,Social Media,Product Page,105,3,0,1
2995,1038,25-34,Male,Mobile,Direct,Product Page,296,4,1,1
2996,1908,45-54,Male,Mobile,Direct,Product Page,64,3,1,1
2997,1158,18-24,Female,Mobile,Social Media,Product Page,101,3,1,1
2998,1582,35-44,Female,Mobile,Direct,Homepage,583,3,0,1
2999,1958,35-44,Male,Mobile,Organic Search,Product Page,5,5,0,1
3000,1311,45-54,Other,Mobile,Social Media,Product Page,161,2,0,1
3001,1240,55+,Female,Mobile,Organic Search,Blog,244,7,0,1
3002,1937,55+,Female,Desktop,Direct,Product Page,257,7,1,1
3003,1444,18-24,Female,Mobile,Organic Search,Blog,226,9,0,1
3004,1297,45-54,Male,Desktop,Organic Search,Homepage,233,4,0,1
3005,1951,35-44,Male,Mobile,Social Media,Product Page,10,6,0,1
3006,1035,35-44,Other,Mobile,Paid Ads,Homepage,137,4,1,1
